Ancien nom;Libellé;Code;Type;Description /role;OS;VLAN;Adresse IP;Adresse IP2;Adresse IP3;Adresse IP4;Adresse IP5;Adresse IP6;Adresse IP7;Adresse IP8;Adresse IP9;Adresse IP10;Adresse IP11;Virtualisation;Cluster;Site d'hébergement;Statut;Version Oracle;Supervisé;Type Serveur;Service BDD ;1_Code Appli;2_Libellé Appli
;SRV-PRD-GFGECCO20;SRVP0257;Serveur Virtuel;Astre GF;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.21.188;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Non;PRD;;;GECCO-PARAPHEUR?
srv-prd-vsi;SRV-PRD-VSI;SRVP0216;Serveur Virtuel;  ???? Arrété;Linux Suse 11 entreprise SP1 EMC (64b);VLAN72 SI;172.16.20.205;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;PRD;;;
avamarcd72-proxy-toip01;AVAMARCD72-PROXY-TOIP01;SRVP0240;Serveur Virtuel;TOIP;Linux Suse 11 entreprise SP1 EMC (64b);;172.29.1.10;;;;;;;;;;;VMWARE;TOIP;Virtuel;;NA;Oui;PRD;;à créer;infra avamar
srv-rec-suitejeton;SRV-REC-SUITEJETON;SRVR0115;Serveur Virtuel;;Linux Suse 11 entreprise SP1 EMC (64b);VLAN72 SI;172.16.22.28;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
;SRV-PRD-ORPLAN4;SRVP0261;Serveur Virtuel;BDD dédié application Planoteam;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.20.88;;;VMWARE;Virtuel;LAN;;NA;;;;OVM;OVM;Virtuel;;NA;Non;PRD;ORACLE;APPL125;PLANOTEAM
;SRV-PRD-GEC20;SRVP0262;Serveur Virtuel;Astre GF;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.20.26;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Non;PRD;;;GECCO-PARAPHEUR?
;SRV-PRD-TOPKAPI;SRVP0263;Serveur Virtuel;Frontal application Topkapi;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.20.28;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Non;PRD;;APPL166;TOPKAPI
;SRV-PRD-ORANEP;SRVP0266;Serveur Virtuel;BDD  dédié neptune;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.20.206;;;;;;;;;;;OVM;OVM;Virtuel;;;;PRD;ORACLE;APPL303;NEPTUNE
srv-nas-02;SRV-NAS-02;SRVP0253;Serveur Virtuel;NAS archives departementales;Linux Suse 12 entreprise SP1 EMC (64b);VLAN72 SI;172.16.25.2;;;;;;;;;;;NA;LAN;Virtuel;;;Oui;PRD;;;infra NAS
;SRV-PRD-HORUS;SRVP0268;Serveur Virtuel;Frontal application Horus;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.21.60;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Non;PRD;;APPL087;HORUS
srv-nas-03;SRV-NAS-03;SRVP0254;Serveur Virtuel;NAS;Linux Suse 12 entreprise SP1 EMC (64b);VLAN72 SI;172.16.25.1;;;;;;;;;;;NA;LAN;Virtuel;;;Oui;PRD;;;infra NAS
srv-tst-asalae;SRV-TST-ASALAE;SRVR0121;Serveur Virtuel;;Linux Ubuntu 12 LTS (64b);VLAN72 SI;172.16.20.16;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-app-sftpsnated;SRV-APP-SFTPSNATED;SRVP0008;Serveur Virtuel;ftp enfance en danger;Linux Ubuntu 13 (64b);DMZ;192.168.222.200;;;;;;;;;;;VMWARE;DMZ;Virtuel;;NA;Oui;PRD;;;à rattacher à SOLIS AST?
;SRV-TST-ASTECHWB;SRVR0189;Serveur Virtuel;Serveur WEB ASTECH TEST;Linux Ubuntu 18 LTS (64b);VLAN72 SI;172.16.22.66;;;;;;;;;;;VMWARE;;;;;;;;;
;SRV-PRD-ASTECHWB;SRVP0281;Serveur Virtuel;Serveur WEB ASTECH PROD;Linux Ubuntu 18 LTS (64b);VLAN72 SI;172.16.21.66;;;;;;;;;;;VMWARE;;;;;;;;;
;SRV-PRD-V1;SRVP0274;Serveur Physique;;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.21.134;;;;;;;;;;;NA;LAN;Croix de Pierre;;;;PRD;;;
;SRV-PRD-WINOR19;SRVP0275;Serveur Virtuel;BDD oracle 19 mutu (AIRS DELIB);Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.21.61;;;;;;;;;;;OVM;LAN;Virtuel;;NA;;PRD;ORACLE;APPL009;AIRS DELIB
;SRV-PRD-AIRSDLB;SRVP0276;Serveur Virtuel;Frontal AIRSDELIB;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.21.62;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;;PRD;;APPL009;AIRS DELIB
;SRV-PRD-BDDSITE;SRVP0259;Serveur Virtuel;BDD archi web sarthe.fr;Linux Ubuntu 20 LTS (64b);VLAN72 SI;172.16.21.50;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Non;PRD;;APPL137;SARTHE.FR
;SRV-PRD-EKSAE;SRVP0278;Serveur Virtuel;Frontal EKSAE;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.21.63;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Non;PRD;;APPL041;CEGID RH
;SRV-PRD-GIT;SRVP0260;Serveur Virtuel;archi web sarthe.fr;Linux Ubuntu 20 LTS (64b);DMZ;192.168.222.18;;;VMWARE;Virtuel;DMZ;;NA;;;;VMWARE;DMZ;Virtuel;;NA;Oui;PRD;;à créer;
;SRV-PRE-DMATBK;SRVP0270;Serveur Virtuel;;Linux Ubuntu 20 LTS (64b);VLAN72 SI;172.16.21.56;;;;;;;;;;;VMWARE;LAN;Virtuel;;;;PRE;;APPL038;CAPDEMAT
;SRV-PRD-DMATBK;SRVP0271;Serveur Virtuel;Backoffice CAPDEMAT V3;Linux Ubuntu 20 LTS (64b);VLAN72 SI;172.16.21.57;;;;;;;;;;;VMWARE;LAN;Virtuel;;;;PRD;;APPL038;CAPDEMAT
srv-rec-websig;SRV-REC-WEBSIG;SRVR0003;Serveur Virtuel;;Microsoft Windows Server 2012 R2 (64b);DMZ;192.168.222.25;;;;;;;;;;;VMWARE;DMZ;Virtuel;;NA;Oui;TST;;;
;SRV-PRE-DMATFT;SRVP0272;Serveur Virtuel;;Linux Ubuntu 20 LTS (64b);DMZ;192.168.222.56;;;;;;;;;;;VMWARE;DMZ;Virtuel;;;;PRE;;APPL038;CAPDEMAT
srv-tst-num;SRV-TST-NUM;SRVR0005;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);DMZ;192.168.222.43;;;;;;;;;;;VMWARE;DMZ;Virtuel;;NA;Oui;TST;;;
;SRV-PRD-DMATFT;SRVP0273;Serveur Virtuel;Frontal CAPDEMAT V3;Linux Ubuntu 20 LTS (64b);DMZ;192.168.222.57;;;;;;;;;;;VMWARE;DMZ;Virtuel;;;;PRD;;APPL038;CAPDEMAT
srv-tst-gpda(26012021);SRV-TST-GPDA(26012021);SRVR0007;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);DMZ;192.168.222.45;;;;;;;;;;;VMWARE;DMZ;Virtuel;;NA;Oui;TST;;;
;SRV-TST-UB20;SRVR0162;Serveur Virtuel;;Linux Ubuntu 20 LTS (64b);DMZ;192.168.222.101;;;;;;;;;;;VMWARE;DMZ;Virtuel;;NA;N/A;TST;;;
;SRV-TST-WEB;SRVR0163;Serveur Virtuel;;Linux Ubuntu 20 LTS (64b);DMZ;192.168.222.102;;;;;;;;;;;VMWARE;DMZ;Virtuel;;NA;Oui;TST;;;
;SRV-TST-BDD;SRVR0164;Serveur Virtuel;;Linux Ubuntu 20 LTS (64b);DMZ;192.168.222.103;;;;;;;;;;;VMWARE;DMZ;Virtuel;;NA;Oui;TST;;;
;SRV-TST-GIT;SRVR0165;Serveur Virtuel;;Linux Ubuntu 20 LTS (64b);DMZ;192.168.222.104;;;;;;;;;;;VMWARE;DMZ;Virtuel;;NA;Oui;TST;;;
srv-rec-efalia;SRV-REC-EFALIA;SRVR0104;Serveur Virtuel;;Microsoft Windows Server 2012 R2 (64b);VLAN72 SI;172.16.22.4;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-rec-gfd;SRV-REC-GFD;SRVR0105;Serveur Virtuel;;Microsoft Windows Server 2012 R2 (64b);VLAN72 SI;172.16.22.8;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-rec-gfgecco;SRV-REC-GFGECCO;SRVR0106;Serveur Virtuel;;Microsoft Windows Server 2012 R2 (64b);VLAN72 SI;172.16.22.10;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
;SRV-REC-PINK;SRVR0168;Serveur Virtuel;;Linux Ubuntu 20 LTS (64b);VLAN72 SI;172.16.20.23;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
;SRV-PRE-WEBSITE;SRVR0170;Serveur Virtuel;;Linux Ubuntu 20 LTS (64b);DMZ;192.168.222.26;;;;;;;;;;;VMWARE;DMZ;Virtuel;;NA;Oui;PRE;;;
;SRV-PRE-BDDSITE;SRVR0171;Serveur Virtuel;;Linux Ubuntu 20 LTS (64b);VLAN72 SI;172.16.22.50;;;VMWARE;Virtuel;DMZ;;NA;;;;VMWARE;LAN;Virtuel;;NA;Non;PRE;;;
;SRV-PRE-WEBELUS;SRVR0180;Serveur Virtuel;;Linux Ubuntu 20 LTS (64b);VLAN72 SI;172.16.20.24;;;;;;;;;;;VMWARE;SECU;Virtuel;;NA;Non;PRE;;;
;SRV-DEV-DMATBK;SRVR0181;Serveur Virtuel;;Linux Ubuntu 20 LTS (64b);VLAN72 SI;172.16.21.55;;;;;;;;;;;VMWARE;LAN;Virtuel;;;;DEV;;;
srv-rec-sig;SRV-REC-SIG-OLD;SRVR0112;Serveur Virtuel;;Microsoft Windows Server 2008 R2 (64b);VLAN72 SI;172.16.41.13;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Non;TST;;;
srv-rec-sig2;SRV-REC-SIG;SRVR0113;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.21.41;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
;SRV-DEV-DMATFT;SRVR0182;Serveur Virtuel;;Linux Ubuntu 20 LTS (64b);DMZ;192.168.222.55;;;;;;;;;;;VMWARE;DMZ;Virtuel;;;;DEV;;;
;SRV-PRD-INTRANET;SRVP0279;Serveur Virtuel;Frontal MONINTRANET;Linux Ubuntu 22 LTS (64b);VLAN72 SI;172.16.21.64;VMWARE;LAN;Virtuel;;NA;Non;PRD;;;;VMWARE;LAN;Virtuel;;NA;Non;PRD;;APPL116;MONINTRANET.SARTHE.FR
;SRV-PRE-INTRANET;SRVR0187;Serveur Virtuel;;Linux Ubuntu 22 LTS (64b);VLAN72 SI;172.16.22.64;VMWARE;LAN;Virtuel;;NA;Non;PRD;;;;VMWARE;LAN;Virtuel;;NA;Non;TST;;;
;SRV-VIR-SECU;HYPP0012;Hyperviseur;;Linux VMWare ESXI 6.0.0 (64b);;172.18.4.21;;;;;;;;;;;VMWARE;LAN;Croix de Pierre;;;;PRD;;;
srv-tst-astech;SRV-TST-ASTECH;SRVR0122;Serveur Virtuel;;Microsoft Windows Server 2008 R2 (64b);VLAN72 SI;172.16.20.79;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-bo;SRV-TST-BO;SRVR0123;Serveur Virtuel;;Microsoft Windows Server 2012 R2 (64b);VLAN72 SI;172.16.22.9;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-courrier;SRV-TST-COURRIER;SRVR0124;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.22.35;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-delib;SRV-TST-DELIB;SRVR0125;Serveur Virtuel;;Microsoft Windows Server 2008 R2 (64b);VLAN72 SI;172.16.20.93;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-foreval;SRV-TST-FOREVAL;SRVR0126;Serveur Virtuel;;Microsoft Windows Server 2008 R2 (64b);VLAN72 SI;172.16.20.41;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-gf20;SRV-TST-GF20;SRVR0127;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.22.38;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
;ESX1-TOIP;HYPP0013;Hyperviseur;;Linux VMWare ESXI 6.0.0 (64b);;172.29.1.232;;;;;;;;;;;VMWARE;TOIP;Croix de Pierre;;;;PRD;;;
srv-tst-gfedi20;SRV-TST-GFEDI20;SRVR0129;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.22.39;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
;ESX2-TOIP;HYPP0014;Hyperviseur;;Linux VMWare ESXI 6.0.0 (64b);;172.29.1.233;;;;;;;;;;;VMWARE;TOIP;Sartel;;;;PRD;;;
srv-tst-gta;SRV-TST-GTA;SRVR0133;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.22.94;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
;SRV-VIR-01;HYPP0001;Hyperviseur;;Linux VMWare ESXI 6.5.0 (64b);;172.18.4.1;;;;;;;;;;;VMWARE;LAN;Croix de Pierre;;;;PRD;;;
srv-tst-intrawe;SRV-TST-INTRAWE;SRVR0135;Serveur Virtuel;;Microsoft Windows Server 2012 R2 (64b);VLAN72 SI;172.16.20.83;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-kadri;SRV-TST-KADRI;SRVR0136;Serveur Virtuel;;Microsoft Windows Server 2008 R2 (64b);VLAN72 SI;172.16.22.2;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-kentika;SRV-TST-KENTIKA;SRVR0137;Serveur Virtuel;;Microsoft Windows Server 2008 R2 (64b);VLAN72 SI;172.16.20.118;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-multigest;SRV-TST-MULTI;SRVR0138;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.20.183;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-pff;SRV-TST-PFF;SRVR0139;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.21.18;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-plano;SRV-TST-PLANO;SRVR0140;Serveur Virtuel;;Microsoft Windows Server 2012 R2 (64b);VLAN72 SI;172.16.20.188;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-progos;SRV-TST-PROGOS;SRVR0141;Serveur Virtuel;;Microsoft Windows Server 2012 R2 (64b);VLAN72 SI;172.16.20.154;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-psoc;SRV-TST-PSOC;SRVR0142;Serveur Virtuel;;Microsoft Windows Server 2008 R2 (64b);VLAN72 SI;172.16.20.133;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-rpa;SRV-TST-RPA;SRVR0143;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.22.36;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-sharep1;SRV-TST-SHAREP1;SRVR0144;Serveur Virtuel;;Microsoft Windows Server 2008 R2 (64b);VLAN72 SI;172.16.20.35;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-soc;SRV-TST-SOC;SRVR0145;Serveur Virtuel;;Microsoft Windows Server 2008 R2 (64b);VLAN72 SI;172.16.20.12;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-socedt;SRV-TST-SOCEDT;SRVR0146;Serveur Virtuel;;Microsoft Windows Server 2008 R2 (64b);VLAN72 SI;172.16.22.3;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-solis;SRV-TST-SOLIS;SRVR0147;Serveur Virtuel;;Microsoft Windows Server 2012 R2 (64b);VLAN72 SI;172.16.22.6;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
srv-tst-solis2;SRV-TST-SOLIS2;SRVR0148;Serveur Virtuel;;Microsoft Windows Server 2012 R2 (64b);VLAN72 SI;172.16.22.7;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
;SRV-VIR-02;HYPP0002;Hyperviseur;;Linux VMWare ESXI 6.5.0 (64b);;172.18.4.2;;;;;;;;;;;VMWARE;LAN;Croix de Pierre;;;;PRD;;;
srv-tst-sql02;SRV-TST-SQL02;SRVR0150;Serveur Virtuel;;Microsoft Windows Server 2008 R2 (64b);VLAN72 SI;172.16.20.36;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
;SRV-VIR-03;HYPP0003;Hyperviseur;;Linux VMWare ESXI 6.5.0 (64b);;172.18.4.3;;;;;;;;;;;VMWARE;LAN;Croix de Pierre;;;;PRD;;;
srv-tst-urba;SRV-TST-URBA;SRVR0153;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.22.24;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
SRV-REC-BDDSIG;SRV-REC-BDDSIG;SRVR0154;Serveur Virtuel;;Microsoft Windows Server 2012 R2 (64b);VLAN72 SI;172.16.21.16;;;;;;;;;;;OVM;OVM;Virtuel;;12;Oui;TST;ORACLE;;
SRV-TST-BDDDSD;SRV-TST-BDDDSD;SRVR0155;Serveur Virtuel;;Microsoft Windows Server 2012 R2 (64b);VLAN72 SI;172.16.20.32;;;;;;;;;;;OVM;OVM;Virtuel;;12;Oui;TST;ORACLE;;
SRV-TST-ORA10;SRV-TST-ORA10;SRVR0156;Serveur Virtuel;;Microsoft Windows Server 2008 R2 (64b);VLAN72 SI;172.16.20.74;;;;;;;;;;;OVM;OVM;Virtuel;;10;Oui;TST;ORACLE;;
SRV-TST-ORA11;SRV-TST-ORA11;SRVR0157;Serveur Virtuel;;Microsoft Windows Server 2008 R2 (64b);VLAN72 SI;172.16.20.131;;;;;;;;;;;OVM;OVM;Virtuel;;11;Oui;TST;ORACLE;;
SRV-TST-ORA12;SRV-TST-ORA12;SRVR0158;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.22.37;;;;;;;;;;;OVM;OVM;Virtuel;;12;Oui;TST;ORACLE;;
SRV-TST-ORACLE;SRV-TST-ORACLE;SRVR0159;Serveur Virtuel;;Microsoft Windows Server 2012 R2 (64b);VLAN72 SI;172.16.20.232;;;;;;;;;;;OVM;OVM;Virtuel;;11;Oui;TST;ORACLE;;
;SRV-VIR-04;HYPP0004;Hyperviseur;;Linux VMWare ESXI 6.5.0 (64b);;172.18.4.4;;;;;;;;;;;VMWARE;LAN;Croix de Pierre;;;;PRD;;;
SRV-TST-SIG;SRV-TST-SIG;SRVR0161;Serveur Virtuel;;Microsoft Windows Server 2008 R2 (64b);VLAN72 SI;172.16.20.60;;;;;;;;;;;OVM;OVM;Virtuel;;11;Oui;TST;ORACLE;;
;SRV-VIR-05;HYPP0005;Hyperviseur;;Linux VMWare ESXI 6.5.0 (64b);;172.18.4.5;;;;;;;;;;;VMWARE;LAN;Croix de Pierre;;;;PRD;;;
;SRV-VIR-06;HYPP0006;Hyperviseur;;Linux VMWare ESXI 6.5.0 (64b);;172.18.4.6;;;;;;;;;;;VMWARE;LAN;Croix de Pierre;;;;PRD;;;
;SRV-VIR-21;HYPP0007;Hyperviseur;;Linux VMWare ESXI 6.5.0 (64b);;172.18.4.7;;;;;;;;;;;VMWARE;LAN;Croix de Pierre;;;;PRD;;;
;SRV-VIR-22;HYPP0008;Hyperviseur;;Linux VMWare ESXI 6.5.0 (64b);;172.18.4.8;;;;;;;;;;;VMWARE;LAN;Croix de Pierre;;;;PRD;;;
;SRV-TST-PLANO4;SRVR0166;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.20.85;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Non;TST;;;
;SRV-VIR-23;HYPP0009;Hyperviseur;;Linux VMWare ESXI 6.5.0 (64b);;172.18.4.9;;;;;;;;;;;VMWARE;LAN;Croix de Pierre;;;;PRD;;;
;SRV-TST-GFGECCO20;SRVR0169;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.21.187;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Non;TST;;;
;SRV-VIR-DMZ01;HYPP0010;Hyperviseur;;Linux VMWare ESXI 6.5.0 (64b);DMZ;192.168.222.21;;;;;;;;;;;VMWARE;DMZ;Sartel;;;;PRD;;;
;SRV-VIR-DMZ02;HYPP0011;Hyperviseur;;Linux VMWare ESXI 6.5.0 (64b);DMZ;192.168.222.22;;;;;;;;;;;VMWARE;DMZ;Sartel;;;;PRD;;;
;SRV-TST-ORPLAN4;SRVR0172;Serveur Virtuel;;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.20.87;;;VMWARE;Virtuel;LAN;;NA;;;;OVM;OVM;Virtuel;;NA;Non;TST;ORACLE;;
;SRV-TST-GEC20;SRVR0173;Serveur Virtuel;;Microsoft Windows Server 2016 (64b);VLAN72 SI;172.16.21.20;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Oui;TST;;;
;SRV-prd-multi;SRVR0174;Serveur Virtuel;Frontal applicatif multigest administratif;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.22.48;;;VMWARE;Virtuel;LAN;;NA;Oui;TST;;VMWARE;LAN;Virtuel;;NA;Oui;PRD;;à créer;créer appli Multigest administratif?
;SRV-prd-bddmulti;SRVR0175;Serveur Virtuel;BDD dédie multigest admiistratif & finances;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.22.52;;;VMWARE;Virtuel;LAN;;NA;Oui;TST;;VMWARE;LAN;Virtuel;;NA;Oui;PRD;;à créer;créer appli Multigest administratif?
;SRV-TST-ORANEP;SRVR0176;Serveur Virtuel;;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.22.43;;;;;;;;;;;OVM;OVM;Virtuel;;;;TST;ORACLE;;
vcenter67-cdp;VCENTER67-CDP;SRVP0219;Serveur Virtuel;Vcenter LAN;Linux VMWare VCenter 6.7 (64b);VLAN72 SI;172.16.20.53;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Non;PRD;;;Infra VMWare
;SRV-TST-HORUS;SRVR0178;Serveur Virtuel;;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.22.60;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Non;TST;;;
;SRV-TST-TNAS;SRVR0179;Serveur Virtuel;;FreeBSD TrueNAS 12 stable (64b);VLAN72 SI;172.16.21.189;;;;;;;;;;;VMWARE;SECU;Virtuel;;NA;Non;TST;;;
;SRV-PRD-WEBSITE;SRVP0258;Serveur Virtuel;archi web sarthe.fr;Linux Ubuntu 20 LTS (64b);DMZ;192.168.222.27;;;;;;;;;;;VMWARE;DMZ;Virtuel;;NA;Non;PRD;;APPL137;SARTHE.FR
cucm-pcd;CUCM-PCD;SRVP0241;Serveur Virtuel;TOIP;Linux RedHat 6 entreprise (64b);;172.29.1.208;;;;;;;;;;;VMWARE;TOIP;Virtuel;;NA;Oui;PRD;;à créer;à rattacher à Cisco? À créer
cucm-pub;CUCM-PUB;SRVP0242;Serveur Virtuel;TOIP;Linux RedHat 6 entreprise (64b);;172.29.1.200;;;;;;;;;;;VMWARE;TOIP;Virtuel;;NA;Oui;PRD;;à créer;à rattacher à Cisco? À créer
cucm-sub1;CUCM-SUB1;SRVP0243;Serveur Virtuel;TOIP;Linux RedHat 6 entreprise (64b);;172.29.1.202;;;;;;;;;;;VMWARE;TOIP;Virtuel;;NA;Oui;PRD;;à créer;à rattacher à Cisco? À créer
;SRV-TST-AIRSDLB;SRVR0184;Serveur Virtuel;;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.20.62;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;;TST;;;
;SRV-TST-WINOR19;SRVR0185;Serveur Virtuel;;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.20.66;;;;;;;;;;;OVM;LAN;Virtuel;;NA;Oui;TST;ORACLE;;
;SRV-TST-EKSAE;SRVR0186;Serveur Virtuel;;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.22.63;;;;;;;;;;;VMWARE;LAN;Virtuel;;NA;Non;TST;;;
cucm-tftp1;CUCM-TFTP1;SRVP0244;Serveur Virtuel;TOIP;Linux RedHat 6 entreprise (64b);;172.29.1.204;;;;;;;;;;;VMWARE;TOIP;Virtuel;;NA;Oui;PRD;;à créer;à rattacher à Cisco? À créer
;SRV-TST-ASTECH5;SRVR0188;Serveur Virtuel;Serveur Application ASTECH TEST;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.22.65;;;;;;;;;;;VMWARE;;;;;;;;;
;SRV-PRD-ASTECH5;SRVP0280;Serveur Virtuel;Serveur Application ASTECH PROD;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.21.65;;;;;;;;;;;VMWARE;;;;;;;;;
srv-cuc2;SRV-CUC2;SRVP0245;Serveur Virtuel;TOIP;Linux RedHat 6 entreprise (64b);;172.29.1.211;;;;;;;;;;;VMWARE;TOIP;Virtuel;;NA;Oui;PRD;;à créer;à rattacher à Cisco? À créer
srv-imp1;SRV-IMP1;SRVP0247;Serveur Virtuel;TOIP;Linux RedHat 6 entreprise (64b);;172.29.1.212;;;;;;;;;;;VMWARE;TOIP;Virtuel;;NA;Oui;PRD;;à créer;à rattacher à Cisco? À créer
;SRV-PRD-ORASTECH;SRVP0282;Serveur Virtuel;Serveur Oracle ASTECH PROD et TEST;Microsoft Windows Server 2019 (64b);VLAN72 SI;172.16.21.67;;;;;;;;;;;VMWARE;;;;;;;ORACLE;;
